,text
1376,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
1377,Where u been hiding stranger?
1378,O ic lol. Should play 9 doors sometime yo
1379,"Alright omw, gotta change my order to a half8th"
1380,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
1381,Ok i shall talk to him
1382,Ok
1383,Wake me up at  &lt;#&gt;  am morning:)
1384,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
1385,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
1386,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
1387,Great to hear you are settling well. So what's happenin wit ola?
1388,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
1389,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
1390,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
1391,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
1392,Its ok..come to my home it vl nice to meet and v can chat..
1393,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
1394,LOL what happens in Vegas stays in vegas
1395,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
1396,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
1397,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
1398,"Hey babe, my friend had to cancel, still up for a visit ?"
1399,Sorry * was at the grocers.
1400,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1401,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
1402,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
1403,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
1404,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
1405,Ya very nice. . .be ready on thursday
1406,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1407,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
1408,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
1409,Ok lor...
1410,Haha i think i did too
1411,As in different styles?
1412,Dear :-/ why you mood off. I cant drive so i brother to drive
1413,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
1414,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1415,Ok. Very good. Its all about making that money.
1416,No. Yes please. Been swimming?
1417,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
1418,"It,,s a taxt massage....tie-pos argh ok! Lool!"
1419,ÌÏ ready then call me...
1420,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
1421,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
1422,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
1423,Ha ha - had popped down to the loo when you hello-ed me. Hello!
1424,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1425,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
1426,I'm already back home so no probably not
1427,Holy living christ what is taking you so long
1428,Where do you need to go to get it?
1429,No did you check? I got his detailed message now
1430,"Yeah, where's your class at?"
1431,But really quite funny lor wat... Then u shd haf run shorter distance wat...
1432,Another month. I need chocolate weed and alcohol.
1433,At home by the way
1434,Your daily text from me ÛÒ a favour this time
1435,FreeMsg>FAV XMAS TONES!Reply REAL
1436,Ok i am on the way to home hi hi
1437,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
1438,Not to worry. I'm sure you'll get it.
1439,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
1440,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
1441,Goin to workout lor... Muz lose e fats... 
1442,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
1443,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
1444,Wah... Okie okie... Muz make use of e unlimited... Haha... 
1445,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
1446,I think chennai well settled?
1447,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
1448,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
1449,"Sorry, I'll call later"
1450,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP
1451,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
1452,"Sir, Waiting for your mail."
1453,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1454,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
1455,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
1456,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
1457,My friends use to call the same.
1458,What * u wearing?
1459,Here got lots of hair dresser fr china.
1460,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
1461,Yes:)sura in sun tv.:)lol.
1462,Ugh hopefully the asus ppl dont randomly do a reformat.
1463,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
1464,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
1465,From tomorrow onwards eve 6 to 3 work.
1466,Chk in ur belovd ms dict
1467,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
1468,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
1469,Gudnite....tc...practice going on
1470,Shall call now dear having food
1471,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
1472,I have no idea where you are
1473,"Oh yes, why is it like torture watching england?"
1474,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
1475,We currently have a message awaiting your collection. To collect your message just call 08718723815.
1476,Ok pa. Nothing problem:-)
1477,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
1478,I had askd u a question some hours before. Its answer
1479,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
1480,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
1481,S:)8 min to go for lunch:)
1482,I have to take exam with in march 3
1483,Already am squatting is the new way of walking
1484,will you like to be spoiled? :)
1485,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
1486,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
1487,K...k...yesterday i was in cbe .
1488,Aaooooright are you at work?
1489,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
1490,Ok lor... But buy wat?
1491,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
1492,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1493,You have 1 new voicemail. Please call 08719181513.
1494,In which place do you want da.
1495,Lol! Oops sorry! Have fun. 
1496,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
1497,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
1498,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
1499,make that 3! 4 fucks sake?! x
1500,Hey so whats the plan this sat? 
1501,Ok i also wan 2 watch e 9 pm show...
1502,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
1503,"Nope. Since ayo travelled, he has forgotten his guy"
1504,Was the actual exam harder than NBME
1505,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
1506,R we going with the  &lt;#&gt;  bus?
